Trade ID,Buy/Sell,Currency Pair,Currency,Amount,Rate,Taker,Trade Date GMT,Position ID,Position Type,Comments,Settlement Date
B20141340DZT100,SELL,EUR/USD,EUR,4351000,1.37069962,AUKP2848,14/05/2014 09:23:14,B2014134059VV00; B20141340541X00; B20141340553L00; B2014134059WS00; B2014134054NG00; B2014134059W700; B2014134056DD00; B20141330FJ0W00; B2014133052FZ00; B20141330FJM800; B2014134055J200; B20141330FJSL00; B20141330FGG600; B20141330FH6A00; B2014134059HY00; B20141330FGZD00; B2014134059TZ00; B20141330FGG000; B2014134057GD00; B201413304WX900; B2014134057GA00; B20141330FFU900; B2014133050MS00; B20141330FGPV00; B201413304VDU00; B20141330FEKB00; B2014134059Y400; B20141330FJSJ00; B20141330FGG300; B20141330FEDH00; B20141330FAFB00; B2014134059NN00; B201413304VDX00; B2014133050N600; B2014134059NR00; B2014134053ZP00; B20141330FHTZ00; B20141330FGG900; B20141330FG5P00; B2014133052FW00; B2014133052FQ00; B2014133052FM00; B20141330FJ0T00; B20141330FH6D00; B20141330FFDK00; B20141330FGL000; B201413405A0Q00; B2014133052G800; B201413405A0L00; B2014134054HX00; B20141330FH5B00; B201413405A0N00; B201413304WD100; B20141330FA7G00; B20141330FFUB00; B20141330FH6700; B20141330FJM500; B201413304YTT00; B20141330FANT00; B2014133050MU00,CLOSING,Manual Adjustment,16 May 2014
B201413405A1L00,SELL,EUR/USD,EUR,1000,1.37061,AUKP2848,14/05/2014 08:04:45,B201413304VDU00,CLOSING,,16 May 2014
B201413405A0Q00,BUY,EUR/USD,EUR,4000,1.37066,AUKP2848,14/05/2014 08:04:42,,,,16 May 2014
B201413405A0N00,BUY,EUR/USD,EUR,2000,1.37066,AUKP2848,14/05/2014 08:04:42,,,,16 May 2014
B201413405A0L00,BUY,EUR/USD,EUR,1000,1.37066,AUKP2848,14/05/2014 08:04:42,,,,16 May 2014
B2014134059Y400,BUY,EUR/USD,EUR,100000,1.37093,AUKP2848,14/05/2014 08:04:16,,,,16 May 2014
B2014134059WS00,BUY,EUR/USD,EUR,16000,1.37109,AUKP2848,14/05/2014 08:03:08,,,,16 May 2014
B2014134059W700,BUY,EUR/USD,EUR,16000,1.37102,AUKP2848,14/05/2014 08:03:01,,,,16 May 2014
B2014134059VV00,BUY,EUR/USD,EUR,20000,1.37106,AUKP2848,14/05/2014 08:02:51,,,,16 May 2014
B2014134059TZ00,BUY,EUR/USD,EUR,20000,1.37124,AUKP2848,14/05/2014 08:02:17,,,,16 May 2014
B2014134059NR00,BUY,EUR/USD,EUR,5000,1.37198,AUKP2848,14/05/2014 07:43:28,,,,16 May 2014
B2014134059NN00,BUY,EUR/USD,EUR,2000,1.37199,AUKP2848,14/05/2014 07:43:15,,,,16 May 2014
B2014134059L400,SELL,EUR/USD,EUR,1000,1.37167,AUKP2848,14/05/2014 07:32:35,B201413304VDU00,CLOSING,,16 May 2014
B2014134059KV00,SELL,EUR/USD,EUR,1000,1.3717,AUKP2848,14/05/2014 07:32:31,B201413304VDU00,CLOSING,,16 May 2014
B2014134059KS00,SELL,EUR/USD,EUR,1000,1.37167,AUKP2848,14/05/2014 07:32:30,B201413304VDU00,CLOSING,,16 May 2014
B2014134059HY00,BUY,EUR/USD,EUR,2000,1.372,AUKP2848,14/05/2014 07:31:14,,,,16 May 2014
B2014134058WU00,SELL,EUR/USD,EUR,2000,1.37293,AUKP2848,14/05/2014 07:10:31,B201413304VDU00,CLOSING,,16 May 2014
B2014134058GC00,SELL,EUR/USD,EUR,4000,1.37255,AUKP2848,14/05/2014 07:08:28,B201413304VDU00,CLOSING,,16 May 2014
B20141340581200,SELL,EUR/USD,EUR,20000,1.37198,AUKP2848,14/05/2014 06:34:37,B201413304VDU00,CLOSING,,16 May 2014
B2014134057RK00,SELL,EUR/USD,EUR,20000,1.37197,AUKP2848,14/05/2014 06:11:40,B201413304VDU00,CLOSING,,16 May 2014
B2014134057GD00,BUY,EUR/USD,EUR,2000,1.37155,AUKP2848,14/05/2014 05:58:56,,,,16 May 2014
B2014134057GA00,BUY,EUR/USD,EUR,4000,1.37155,AUKP2848,14/05/2014 05:58:55,,,,16 May 2014
B20141340578200,SELL,EUR/USD,EUR,16000,1.37213,AUKP2848,14/05/2014 05:05:05,B201413304V4200; B201413304VDU00,CLOSING,,16 May 2014
B2014134056QR00,SELL,EUR/USD,EUR,4000,1.37209,AUKP2848,14/05/2014 04:22:28,B201413304V4200,CLOSING,,16 May 2014
B2014134056DD00,BUY,EUR/USD,EUR,20000,1.37176,AUKP2848,14/05/2014 04:00:37,,,,16 May 2014
B2014134056A900,SELL,EUR/USD,EUR,2000,1.37182,AUKP2848,14/05/2014 03:56:06,B201413304V4200,CLOSING,,16 May 2014
B20141340569D00,SELL,EUR/USD,EUR,20000,1.37179,AUKP2848,14/05/2014 03:55:19,B201413304V4200,CLOSING,,16 May 2014
B20141340567K00,SELL,EUR/USD,EUR,85000,1.37176,AUKP2848,14/05/2014 03:47:44,B201413304V4200,CLOSING,,16 May 2014
B20141340566400,SELL,EUR/USD,EUR,43000,1.37169,AUKP2848,14/05/2014 03:43:34,B201413304V4200,CLOSING,,16 May 2014
B20141340566600,SELL,EUR/USD,EUR,23000,1.37169,AUKP2848,14/05/2014 03:43:34,B201413304V4200,CLOSING,,16 May 2014
B2014134055K300,SELL,EUR/USD,EUR,100000,1.37148,AUKP2848,14/05/2014 03:11:05,B201413304V1600; B201413304V4200; B201413304V2300; B201413304V3500,CLOSING,,16 May 2014
B2014134055JR00,SELL,EUR/USD,EUR,20000,1.37147,AUKP2848,14/05/2014 03:10:38,B201413304V1600,CLOSING,,16 May 2014
B2014134055J200,BUY,EUR/USD,EUR,10000,1.37147,AUKP2848,14/05/2014 03:08:44,,,,16 May 2014
B2014134055FK00,SELL,EUR/USD,EUR,2000,1.37142,AUKP2848,14/05/2014 03:03:01,B201413304V1600,CLOSING,,16 May 2014
B2014134055FG00,SELL,EUR/USD,EUR,1000,1.37142,AUKP2848,14/05/2014 03:03:00,B201413304V1600,CLOSING,,16 May 2014
B2014134055FD00,SELL,EUR/USD,EUR,1000,1.37142,AUKP2848,14/05/2014 03:03:00,B201413304V1600,CLOSING,,16 May 2014
B2014134055F100,SELL,EUR/USD,EUR,23000,1.37142,AUKP2848,14/05/2014 03:03:00,B201413304V1600,CLOSING,,16 May 2014
B2014134055EY00,SELL,EUR/USD,EUR,16000,1.37142,AUKP2848,14/05/2014 03:03:00,B201413304V1600,CLOSING,,16 May 2014
B20141340553L00,BUY,EUR/USD,EUR,20000,1.37119,AUKP2848,14/05/2014 02:57:33,,,,16 May 2014
B20141340552800,SELL,EUR/USD,EUR,2000,1.37108,AUKP2848,14/05/2014 02:52:18,B201413304V1600,CLOSING,,16 May 2014
B2014134054NG00,BUY,EUR/USD,EUR,20000,1.37032,AUKP2848,14/05/2014 00:58:20,,,,16 May 2014
B2014134054ND00,SELL,EUR/USD,EUR,100000,1.37026,AUKP2848,14/05/2014 00:57:53,B201413304V1600,CLOSING,,16 May 2014
B2014134054HX00,BUY,EUR/USD,EUR,100000,1.36993,AUKP2848,14/05/2014 00:46:18,,,,16 May 2014
B20141340549K00,SELL,EUR/USD,EUR,100000,1.37034,AUKP2848,14/05/2014 00:40:28,B201413304V1600,CLOSING,,16 May 2014
B20141340541X00,BUY,EUR/USD,EUR,100000,1.36993,AUKP2848,14/05/2014 00:28:34,,,,16 May 2014
B20141340541A00,SELL,EUR/USD,EUR,20000,1.37007,AUKP2848,14/05/2014 00:24:21,B201413304V1600,CLOSING,,16 May 2014
B2014134053ZP00,BUY,EUR/USD,EUR,10000,1.37012,AUKP2848,14/05/2014 00:22:22,,,,16 May 2014
B2014134053XA00,SELL,EUR/USD,EUR,3000,1.37035,AUKP2848,14/05/2014 00:10:51,B201413304V1600,CLOSING,,16 May 2014
B2014134053BT00,SELL,EUR/USD,EUR,100000,1.37039,AUKP2848,13/05/2014 22:29:19,B201413304V1600,CLOSING,,16 May 2014
B20141340537N00,SELL,EUR/USD,EUR,100000,1.37039,AUKP2848,13/05/2014 21:38:22,B201413304V1600; B201413304V1400,CLOSING,,16 May 2014
B20141340537K00,SELL,EUR/USD,EUR,10000,1.37039,AUKP2848,13/05/2014 21:38:20,B201413304V1400,CLOSING,,16 May 2014
B20141330FJSL00,BUY,EUR/USD,EUR,1000,1.369,AUKP2848,13/05/2014 17:12:36,,,,15 May 2014
B20141330FJSJ00,BUY,EUR/USD,EUR,1000,1.369,AUKP2848,13/05/2014 17:12:36,,,,15 May 2014
B20141330FJM800,BUY,EUR/USD,EUR,2000,1.36903,AUKP2848,13/05/2014 17:10:45,,,,15 May 2014
B20141330FJM500,BUY,EUR/USD,EUR,23000,1.36903,AUKP2848,13/05/2014 17:10:45,,,,15 May 2014
B20141330FJ0W00,BUY,EUR/USD,EUR,23000,1.36946,AUKP2848,13/05/2014 17:09:47,,,,15 May 2014
B20141330FJ0T00,BUY,EUR/USD,EUR,43000,1.36946,AUKP2848,13/05/2014 17:09:47,,,,15 May 2014
B20141330FHTZ00,BUY,EUR/USD,EUR,100000,1.36991,AUKP2848,13/05/2014 16:59:56,,,,15 May 2014
B20141330FH6D00,BUY,EUR/USD,EUR,21000,1.36965,AUKP2848,13/05/2014 16:17:01,,,,15 May 2014
B20141330FH6A00,BUY,EUR/USD,EUR,21000,1.36965,AUKP2848,13/05/2014 16:17:01,,,,15 May 2014
B20141330FH6700,BUY,EUR/USD,EUR,160000,1.36963,AUKP2848,13/05/2014 16:17:01,,,,15 May 2014
B20141330FH5B00,BUY,EUR/USD,EUR,85000,1.36958,AUKP2848,13/05/2014 16:17:00,,,,15 May 2014
B20141330FH1700,SELL,EUR/USD,EUR,1000,1.36952,AUKP2848,13/05/2014 16:16:59,B201413304V1400,CLOSING,,15 May 2014
B20141330FGZD00,BUY,EUR/USD,EUR,1000,1.36955,AUKP2848,13/05/2014 16:16:58,,,,15 May 2014
B20141330FGPV00,BUY,EUR/USD,EUR,100000,1.37021,AUKP2848,13/05/2014 16:16:42,,,,15 May 2014
B20141330FGL300,SELL,EUR/USD,EUR,10000,1.37079,AUKP2848,13/05/2014 16:05:12,B201413304V1400,CLOSING,,15 May 2014
B20141330FGL000,BUY,EUR/USD,EUR,1000,1.37083,AUKP2848,13/05/2014 16:05:12,,,,15 May 2014
B20141330FGKX00,SELL,EUR/USD,EUR,1000,1.37079,AUKP2848,13/05/2014 16:05:10,B201413304V1400,CLOSING,,15 May 2014
B20141330FGG900,BUY,EUR/USD,EUR,1000,1.37131,AUKP2848,13/05/2014 15:44:53,,,,15 May 2014
B20141330FGG600,BUY,EUR/USD,EUR,1000,1.37131,AUKP2848,13/05/2014 15:44:49,,,,15 May 2014
B20141330FGG300,BUY,EUR/USD,EUR,1000,1.37133,AUKP2848,13/05/2014 15:44:46,,,,15 May 2014
B20141330FGG000,BUY,EUR/USD,EUR,300000,1.37135,AUKP2848,13/05/2014 15:44:24,,,,15 May 2014
B20141330FGAN00,SELL,EUR/USD,EUR,100000,1.3708,AUKP2848,13/05/2014 15:35:02,B201413304V1400,CLOSING,,15 May 2014
B20141330FG5P00,BUY,EUR/USD,EUR,100000,1.37031,AUKP2848,13/05/2014 15:27:40,,,,15 May 2014
B20141330FFUE00,SELL,EUR/USD,EUR,1000,1.37035,AUKP2848,13/05/2014 15:05:07,B201413304V1400,CLOSING,,15 May 2014
B20141330FFUB00,BUY,EUR/USD,EUR,2000,1.37036,AUKP2848,13/05/2014 15:05:06,,,,15 May 2014
B20141330FFU900,BUY,EUR/USD,EUR,1000,1.37036,AUKP2848,13/05/2014 15:05:06,,,,15 May 2014
B20141330FFDK00,BUY,EUR/USD,EUR,100000,1.37101,AUKP2848,13/05/2014 14:48:26,,,,15 May 2014
B20141330FEKB00,BUY,EUR/USD,EUR,5000,1.37218,AUKP2848,13/05/2014 14:03:52,,,,15 May 2014
B20141330FEK800,SELL,EUR/USD,EUR,300000,1.37212,AUKP2848,13/05/2014 14:03:26,B201413304V1400,CLOSING,,15 May 2014
B20141330FEDH00,BUY,EUR/USD,EUR,16000,1.37195,AUKP2848,13/05/2014 13:52:00,,,,15 May 2014
B20141330FDWQ00,SELL,EUR/USD,EUR,16000,1.37276,AUKP2848,13/05/2014 13:24:03,B201413304V1400,CLOSING,,15 May 2014
B20141330FDD800,SELL,EUR/USD,EUR,10000,1.37246,AUKP2848,13/05/2014 12:59:48,B201413304V1400,CLOSING,,15 May 2014
B20141330FDA400,SELL,EUR/USD,EUR,1000,1.37216,AUKP2848,13/05/2014 12:56:01,B201413304V1400,CLOSING,,15 May 2014
B20141330FDA100,SELL,EUR/USD,EUR,1000,1.37216,AUKP2848,13/05/2014 12:56:01,B201413304V1400,CLOSING,,15 May 2014
B20141330FD9L00,SELL,EUR/USD,EUR,2000,1.37217,AUKP2848,13/05/2014 12:56:01,B201413304V1400,CLOSING,,15 May 2014
B20141330FD9H00,SELL,EUR/USD,EUR,23000,1.37217,AUKP2848,13/05/2014 12:56:01,B201413304V1400,CLOSING,,15 May 2014
B20141330FD3400,SELL,EUR/USD,EUR,520000,1.37246,AUKP2848,13/05/2014 12:48:39,B201413304V1400,CLOSING,,15 May 2014
B20141330FD3200,SELL,EUR/USD,EUR,1100000,1.37246,AUKP2848,13/05/2014 12:48:39,B201413304UZ400; B201413304UZ600; B201413304RAZ00; B201413304T2B00; B201413304RAX00; B201413304SS100; B201413304SS500; B201413304UVA00; B201413304UZ000; B201413304UZ200; B201413304UV400; B201413304UYY00; B201413304TNS00; B201413304V1000; B201413304UP300; B201413304U2W00; B201413304SKN00; B201413304V1400,CLOSING,,15 May 2014
B20141330FCGD00,SELL,EUR/USD,EUR,100000,1.37169,AUKP2848,13/05/2014 12:38:24,B201413304RAX00,CLOSING,,15 May 2014
B20141330FB5X00,SELL,EUR/USD,EUR,2000,1.372,AUKP2848,13/05/2014 12:30:02,B201413304RAX00,CLOSING,,15 May 2014
B20141330FB5V00,SELL,EUR/USD,EUR,2000,1.372,AUKP2848,13/05/2014 12:30:02,B201413304RAX00,CLOSING,,15 May 2014
B20141330FAQ700,SELL,EUR/USD,EUR,1000,1.37007,AUKP2848,13/05/2014 12:22:11,B201413304RAX00,CLOSING,,15 May 2014
B20141330FANT00,BUY,EUR/USD,EUR,1000,1.36994,AUKP2848,13/05/2014 12:21:24,,,,15 May 2014
B20141330FAFE00,SELL,EUR/USD,EUR,1000,1.37037,AUKP2848,13/05/2014 12:14:51,B201413304RAX00,CLOSING,,15 May 2014
B20141330FAFB00,BUY,EUR/USD,EUR,1000,1.37038,AUKP2848,13/05/2014 12:14:48,,,,15 May 2014
B20141330FA7G00,BUY,EUR/USD,EUR,100000,1.37103,AUKP2848,13/05/2014 12:03:03,,,,15 May 2014
B2014133052G800,BUY,EUR/USD,EUR,5000,1.37076,AUKP2848,13/05/2014 11:27:49,,,,15 May 2014
B2014133052FZ00,BUY,EUR/USD,EUR,4000,1.37104,AUKP2848,13/05/2014 11:27:33,,,,15 May 2014
B2014133052FW00,BUY,EUR/USD,EUR,3000,1.37102,AUKP2848,13/05/2014 11:27:31,,,,15 May 2014
B2014133052FQ00,BUY,EUR/USD,EUR,2000,1.37097,AUKP2848,13/05/2014 11:27:30,,,,15 May 2014
B2014133052FM00,BUY,EUR/USD,EUR,1000,1.37093,AUKP2848,13/05/2014 11:27:28,,,,15 May 2014
B2014133050N600,BUY,EUR/USD,EUR,10000,1.37027,AUKP2848,13/05/2014 11:11:03,,,,15 May 2014
B2014133050MU00,BUY,EUR/USD,EUR,120000,1.37018,AUKP2848,13/05/2014 11:11:01,,,,15 May 2014
B2014133050MS00,BUY,EUR/USD,EUR,1500000,1.37017,AUKP2848,13/05/2014 11:11:01,,,,15 May 2014
B2014133050M500,SELL,EUR/USD,EUR,860000,1.36999,AUKP2848,13/05/2014 11:11:00,B201413304RAK00,CLOSING,,15 May 2014
B2014133050LZ00,SELL,EUR/USD,EUR,1000000,1.37,AUKP2848,13/05/2014 11:11:00,B201413304RAH00,CLOSING,,15 May 2014
B2014133050M100,SELL,EUR/USD,EUR,500000,1.37,AUKP2848,13/05/2014 11:11:00,B201413304RAH00; B201413304RAK00,CLOSING,,15 May 2014
B2014133050M300,SELL,EUR/USD,EUR,500000,1.36999,AUKP2848,13/05/2014 11:11:00,B201413304RAK00,CLOSING,,15 May 2014
B2014133050LX00,SELL,EUR/USD,EUR,1000000,1.37001,AUKP2848,13/05/2014 11:11:00,B201413304RAF00; B201413304RAH00,CLOSING,,15 May 2014
B2014133050M700,SELL,EUR/USD,EUR,540000,1.36999,AUKP2848,13/05/2014 11:11:00,B201413304RAQ00; B201413304RAX00; B201413304RAK00; B201413304RAM00,CLOSING,,15 May 2014
B2014133050LU00,SELL,EUR/USD,EUR,1000000,1.37005,AUKP2848,13/05/2014 11:11:00,B2014133045NK00; B201413304MTM00; B201413304MLM00; B201413304QKL00; B201413304MTP00; B201413304RAF00; B201413303ZVK00,CLOSING,,15 May 2014
B201413304YTZ00,SELL,EUR/USD,EUR,1000,1.37071,AUKP2848,13/05/2014 10:47:21,B201413303ZVK00,CLOSING,,15 May 2014
B201413304YTT00,BUY,EUR/USD,EUR,1000,1.37076,AUKP2848,13/05/2014 10:47:19,,,,15 May 2014
B201413304YTN00,SELL,EUR/USD,EUR,40000,1.37071,AUKP2848,13/05/2014 10:47:19,B201413303ZVK00,CLOSING,,15 May 2014
B201413304YTQ00,SELL,EUR/USD,EUR,338000,1.37072,AUKP2848,13/05/2014 10:47:19,B201413303VMY00; B201413303VN100; B20141320U0KE00; B20141320U3V700; B20141320U81900; B20141320UF0Y00; B20141320UDLZ00; B201413303UZ700; B201413303ZVK00; B20141320U5DA00; B201413303UZ300; B20141320U5DR00,CLOSING,,15 May 2014
B201413304YTL00,SELL,EUR/USD,EUR,162000,1.37072,AUKP2848,13/05/2014 10:47:19,B20141320U0KE00,CLOSING,,15 May 2014
B201413304WZY00,SELL,EUR/USD,EUR,1000,1.37152,AUKP2848,13/05/2014 10:28:06,B20141320U0KE00,CLOSING,,15 May 2014
B201413304WX900,BUY,EUR/USD,EUR,1000,1.37153,AUKP2848,13/05/2014 10:28:04,,,,15 May 2014
B201413304WD100,BUY,EUR/USD,EUR,540000,1.37163,AUKP2848,13/05/2014 10:18:21,,,,15 May 2014
B201413304WCH00,SELL,EUR/USD,EUR,180000,1.37162,AUKP2848,13/05/2014 10:18:19,B20141290378Q00; B20141320TZNB00; B20141320TZN800; B20141290378F00; B20141320U0KE00; B20141320U0J500; B2014129038KH00; B20141320U0J800; B20141290378D00; B20141320TZN500,CLOSING,,15 May 2014
B201413304VDX00,BUY,EUR/USD,EUR,44000,1.37223,AUKP2848,13/05/2014 10:13:42,,,,15 May 2014
B201413304VDU00,BUY,EUR/USD,EUR,496000,1.37223,AUKP2848,13/05/2014 10:13:42,,,,15 May 2014
B201413304VD700,SELL,EUR/USD,EUR,180000,1.37222,AUKP2848,13/05/2014 10:13:40,B20141290378D00,CLOSING,,15 May 2014
B201413304V4200,BUY,EUR/USD,EUR,210000,1.37235,AUKP2848,13/05/2014 10:10:55,,,,15 May 2014
B201413304V3H00,SELL,EUR/USD,EUR,70000,1.37226,AUKP2848,13/05/2014 10:10:54,B20141290378D00,CLOSING,,15 May 2014
B201413304V3500,BUY,EUR/USD,EUR,20000,1.37237,AUKP2848,13/05/2014 10:10:52,,,,15 May 2014
B201413304V2C00,SELL,EUR/USD,EUR,1000,1.37234,AUKP2848,13/05/2014 10:10:45,B20141290378D00,CLOSING,,15 May 2014
B201413304V2300,BUY,EUR/USD,EUR,1000,1.37235,AUKP2848,13/05/2014 10:10:45,,,,15 May 2014
B201413304V1400,BUY,EUR/USD,EUR,1100000,1.37245,AUKP2848,13/05/2014 10:10:33,,,,15 May 2014
B201413304V1600,BUY,EUR/USD,EUR,520000,1.37246,AUKP2848,13/05/2014 10:10:33,,,,15 May 2014
B201413304V1000,BUY,EUR/USD,EUR,1000,1.3725,AUKP2848,13/05/2014 10:10:32,,,,15 May 2014
B201413304V0X00,SELL,EUR/USD,EUR,500000,1.37241,AUKP2848,13/05/2014 10:10:31,B20141290376V00; B20141290374R00; B2014129034L500; B2014129034L300; B20141290376S00; B2014129035K900; B2014129035RE00; B2014129034WY00; B2014129034EQ00; B20141290378D00; B2014129035AH00,CLOSING,,15 May 2014
B201413304V0V00,SELL,EUR/USD,EUR,40000,1.3724,AUKP2848,13/05/2014 10:10:31,B20141290378D00,CLOSING,,15 May 2014
B201413304V0R00,SELL,EUR/USD,EUR,472000,1.37241,AUKP2848,13/05/2014 10:10:31,B2014129034BF00; B2014129034BH00; B2014129034EQ00,CLOSING,,15 May 2014
B201413304V0P00,SELL,EUR/USD,EUR,14000,1.37242,AUKP2848,13/05/2014 10:10:31,B2014129034BF00,CLOSING,,15 May 2014
B201413304V0K00,SELL,EUR/USD,EUR,486000,1.37242,AUKP2848,13/05/2014 10:10:31,B2014129034BF00; B20141290326700; B2014129031YY00; B20141290326500; B20141290326B00; B2014129032R400; B2014129031Z000; B20141290326300; B20141290326900,CLOSING,,15 May 2014
B201413304UZ400,BUY,EUR/USD,EUR,1000,1.37262,AUKP2848,13/05/2014 10:10:30,,,,15 May 2014
B201413304UZ600,BUY,EUR/USD,EUR,1000,1.37262,AUKP2848,13/05/2014 10:10:30,,,,15 May 2014
B201413304UYY00,BUY,EUR/USD,EUR,1000,1.37262,AUKP2848,13/05/2014 10:10:30,,,,15 May 2014
B201413304UZ200,BUY,EUR/USD,EUR,1000,1.37262,AUKP2848,13/05/2014 10:10:30,,,,15 May 2014
B201413304UZ000,BUY,EUR/USD,EUR,1000,1.37262,AUKP2848,13/05/2014 10:10:30,,,,15 May 2014
B201413304UYH00,SELL,EUR/USD,EUR,324000,1.37249,AUKP2848,13/05/2014 10:10:27,B2014129031SQ00,CLOSING,,15 May 2014
B201413304UYK00,SELL,EUR/USD,EUR,567000,1.37249,AUKP2848,13/05/2014 10:10:27,B2014129031SQ00; B2014129031YD00; B2014129031YY00,CLOSING,,15 May 2014
B201413304UY800,SELL,EUR/USD,EUR,189000,1.3725,AUKP2848,13/05/2014 10:10:27,B2014129031SC00,CLOSING,,15 May 2014
B201413304UYB00,SELL,EUR/USD,EUR,339000,1.3725,AUKP2848,13/05/2014 10:10:27,B2014129031SC00; B2014129031SE00,CLOSING,,15 May 2014
B201413304UY500,SELL,EUR/USD,EUR,972000,1.3725,AUKP2848,13/05/2014 10:10:27,B2014129031SC00,CLOSING,,15 May 2014
B201413304UYD00,SELL,EUR/USD,EUR,1161000,1.37249,AUKP2848,13/05/2014 10:10:27,B2014129031SG00; B2014129031SL00; B2014129031SJ00; B2014129031SN00; B2014129031SE00,CLOSING,,15 May 2014
B201413304UYF00,SELL,EUR/USD,EUR,417000,1.37249,AUKP2848,13/05/2014 10:10:27,B2014129031SQ00; B2014129031SN00,CLOSING,,15 May 2014
B201413304UVA00,BUY,EUR/USD,EUR,6000,1.37289,AUKP2848,13/05/2014 10:10:00,,,,15 May 2014
B201413304UV400,BUY,EUR/USD,EUR,69000,1.37286,AUKP2848,13/05/2014 10:10:00,,,,15 May 2014
B201413304UP300,BUY,EUR/USD,EUR,80000,1.37262,AUKP2848,13/05/2014 10:09:35,,,,15 May 2014
B201413304U2W00,BUY,EUR/USD,EUR,300000,1.37297,AUKP2848,13/05/2014 10:08:49,,,,15 May 2014
B201413304TWT00,SELL,EUR/USD,EUR,1000,1.37312,AUKP2848,13/05/2014 10:08:42,B2014129031SC00,CLOSING,,15 May 2014
B201413304TNS00,BUY,EUR/USD,EUR,1000,1.37315,AUKP2848,13/05/2014 10:07:39,,,,15 May 2014
B201413304T2B00,BUY,EUR/USD,EUR,100000,1.37361,AUKP2848,13/05/2014 10:07:08,,,,15 May 2014
B201413304SU900,SELL,EUR/USD,EUR,1000,1.37384,AUKP2848,13/05/2014 10:06:52,B2014129031SC00,CLOSING,,15 May 2014
B201413304SS500,BUY,EUR/USD,EUR,2000,1.37399,AUKP2848,13/05/2014 10:06:52,,,,15 May 2014
B201413304SS100,BUY,EUR/USD,EUR,1000,1.37399,AUKP2848,13/05/2014 10:06:52,,,,15 May 2014
B201413304SPM00,SELL,EUR/USD,EUR,300000,1.37518,AUKP2848,13/05/2014 10:04:05,B2014129031SC00,CLOSING,,15 May 2014
B201413304SKN00,BUY,EUR/USD,EUR,300000,1.37504,AUKP2848,13/05/2014 10:02:58,,,,15 May 2014
B201413304SKK00,SELL,EUR/USD,EUR,300000,1.37501,AUKP2848,13/05/2014 10:02:54,B2014129031SC00; B2014129031SA00; B2014129031S600,CLOSING,,15 May 2014
B201413304RW800,SELL,EUR/USD,EUR,2000,1.3756,AUKP2848,13/05/2014 09:23:17,B2014129031S600,CLOSING,,15 May 2014
B201413304RD700,SELL,EUR/USD,EUR,1000,1.374,AUKP2848,13/05/2014 09:13:07,B2014129031S600,CLOSING,,15 May 2014
B201413304RAZ00,BUY,EUR/USD,EUR,40000,1.37414,AUKP2848,13/05/2014 09:13:03,,,,15 May 2014
B201413304RAX00,BUY,EUR/USD,EUR,500000,1.37413,AUKP2848,13/05/2014 09:13:03,,,,15 May 2014
B201413304RAQ00,BUY,EUR/USD,EUR,1000,1.37414,AUKP2848,13/05/2014 09:13:02,,,,15 May 2014
B201413304RAM00,BUY,EUR/USD,EUR,60000,1.37415,AUKP2848,13/05/2014 09:13:00,,,,15 May 2014
B201413304RAK00,BUY,EUR/USD,EUR,1600000,1.37415,AUKP2848,13/05/2014 09:13:00,,,,15 May 2014
B201413304RAH00,BUY,EUR/USD,EUR,1600000,1.37415,AUKP2848,13/05/2014 09:13:00,,,,15 May 2014
B201413304RAF00,BUY,EUR/USD,EUR,1600000,1.37414,AUKP2848,13/05/2014 09:13:00,,,,15 May 2014
B201413304R8F00,SELL,EUR/USD,EUR,620000,1.37421,AUKP2848,13/05/2014 09:12:54,B2014129031S800; B2014129031S600,CLOSING,,15 May 2014
B201413304R8H00,SELL,EUR/USD,EUR,1000000,1.37422,AUKP2848,13/05/2014 09:12:54,B20141290317H00; B201412902ZR300; B201412902WEB00; B20141290300500; B2014129031S800; B20141290300300; B201412902WED00; B201412902WQM00; B201412902WE900; B2014129031Q500; B20141290309R00,CLOSING,,15 May 2014
B201413304R8K00,SELL,EUR/USD,EUR,180000,1.37421,AUKP2848,13/05/2014 09:12:54,B2014129031S600,CLOSING,,15 May 2014
B201413304R4U00,SELL,EUR/USD,EUR,20000,1.37454,AUKP2848,13/05/2014 09:11:50,B201412902WEB00,CLOSING,,15 May 2014
B201413304QKL00,BUY,EUR/USD,EUR,20000,1.37476,AUKP2848,13/05/2014 09:09:36,,,,15 May 2014
B201413304NRJ00,SELL,EUR/USD,EUR,1000,1.37489,AUKP2848,13/05/2014 09:02:57,B201412902WEB00,CLOSING,,15 May 2014
B201413304MTP00,BUY,EUR/USD,EUR,2000,1.37481,AUKP2848,13/05/2014 09:01:31,,,,15 May 2014
B201413304MTM00,BUY,EUR/USD,EUR,1000,1.37481,AUKP2848,13/05/2014 09:01:31,,,,15 May 2014
B201413304MLM00,BUY,EUR/USD,EUR,100000,1.37519,AUKP2848,13/05/2014 09:01:24,,,,15 May 2014
B201413304L0E00,SELL,EUR/USD,EUR,100000,1.37598,AUKP2848,13/05/2014 09:00:02,B201412902WEB00,CLOSING,,15 May 2014
B201413304KZY00,SELL,EUR/USD,EUR,1000,1.37608,AUKP2848,13/05/2014 09:00:02,B201412902WEB00,CLOSING,,15 May 2014
B201413304EV700,SELL,EUR/USD,EUR,20000,1.3767,AUKP2848,13/05/2014 07:51:07,B201412902WEB00,CLOSING,,15 May 2014
