Trade ID,Buy/Sell,Currency Pair,Currency,Amount,Rate,Taker,Trade Date GMT,Position ID,Position Type,Comments,Settlement Date
B201412605K1J00,BUY,EUR/USD,EUR,60000,1.3951,AUKP2848,06/05/2014 12:21:57,B201412506JA100; B201412506J5H00,CLOSING,,08 May 2014
B201412605JUL00,SELL,EUR/USD,EUR,42000,1.39483,AUKP2848,06/05/2014 12:20:53,,,,08 May 2014
B201412605JSY00,SELL,EUR/USD,EUR,18000,1.39484,AUKP2848,06/05/2014 12:20:37,,,,08 May 2014
B201412605JT200,SELL,EUR/USD,EUR,18000,1.39484,AUKP2848,06/05/2014 12:20:37,,,,08 May 2014
B201412605JT000,SELL,EUR/USD,EUR,27000,1.39484,AUKP2848,06/05/2014 12:20:37,,,,08 May 2014
B201412605JSP00,SELL,EUR/USD,EUR,180000,1.39485,AUKP2848,06/05/2014 12:20:36,,,,08 May 2014
B201412605JSR00,SELL,EUR/USD,EUR,180000,1.39485,AUKP2848,06/05/2014 12:20:36,,,,08 May 2014
B201412605JST00,SELL,EUR/USD,EUR,180000,1.39485,AUKP2848,06/05/2014 12:20:36,,,,08 May 2014
B201412605JMY00,BUY,EUR/USD,EUR,14000,1.39501,AUKP2848,06/05/2014 12:20:29,B201412506J5H00,CLOSING,,08 May 2014
B201412605JMB00,BUY,EUR/USD,EUR,6000,1.395,AUKP2848,06/05/2014 12:20:29,B201412506J5H00,CLOSING,,08 May 2014
B201412605JM900,BUY,EUR/USD,EUR,9000,1.395,AUKP2848,06/05/2014 12:20:29,B201412506J5H00,CLOSING,,08 May 2014
B201412605JFA00,BUY,EUR/USD,EUR,60000,1.39477,AUKP2848,06/05/2014 12:20:02,B201412506J5H00,CLOSING,,08 May 2014
B201412605JFC00,BUY,EUR/USD,EUR,60000,1.39477,AUKP2848,06/05/2014 12:20:02,B201412506J5H00,CLOSING,,08 May 2014
B201412605J9300,BUY,EUR/USD,EUR,60000,1.39467,AUKP2848,06/05/2014 12:19:49,B201412506J5H00; B201412506HSC00,CLOSING,,08 May 2014
B201412605GQA00,BUY,EUR/USD,EUR,100000,1.39437,AUKP2848,06/05/2014 11:10:19,B201412506GSB00; B201412506GUT00; B201412506HSC00,CLOSING,,08 May 2014
B201412605G9700,BUY,EUR/USD,EUR,1000,1.39437,AUKP2848,06/05/2014 11:09:34,B201412506GSB00,CLOSING,,08 May 2014
B201412605G2U00,SELL,EUR/USD,EUR,20000,1.39425,AUKP2848,06/05/2014 11:09:26,,,,08 May 2014
B201412605FYX00,SELL,EUR/USD,EUR,1000,1.39423,AUKP2848,06/05/2014 11:09:22,,,,08 May 2014
B201412605FQ700,BUY,EUR/USD,EUR,20000,1.394,AUKP2848,06/05/2014 11:06:09,B201412506GSB00; B201412506FCA00,CLOSING,,08 May 2014
B201412605FNK00,SELL,EUR/USD,EUR,69000,1.39383,AUKP2848,06/05/2014 11:05:11,,,,08 May 2014
B201412605FNH00,SELL,EUR/USD,EUR,21000,1.39383,AUKP2848,06/05/2014 11:05:11,,,,08 May 2014
B201412605FNF00,SELL,EUR/USD,EUR,17000,1.39383,AUKP2848,06/05/2014 11:05:11,,,,08 May 2014
B201412605EM700,SELL,EUR/USD,EUR,100000,1.39349,AUKP2848,06/05/2014 10:47:28,,,,08 May 2014
B201412605EM900,SELL,EUR/USD,EUR,8000,1.39348,AUKP2848,06/05/2014 10:47:28,,,,08 May 2014
B201412605EMB00,SELL,EUR/USD,EUR,36000,1.39348,AUKP2848,06/05/2014 10:47:28,,,,08 May 2014
B201412605EE500,BUY,EUR/USD,EUR,36000,1.39349,AUKP2848,06/05/2014 10:47:24,B201412506EF500; B201412506EFB00; B201412506EW500; B201412506FCA00; B201412506EZL00,CLOSING,,08 May 2014
B201412605EE200,BUY,EUR/USD,EUR,1000,1.39349,AUKP2848,06/05/2014 10:47:24,B201412506EF500,CLOSING,,08 May 2014
B201412605EDJ00,BUY,EUR/USD,EUR,12000,1.3934,AUKP2848,06/05/2014 10:47:24,B201412506EF500,CLOSING,,08 May 2014
B201412605ED900,SELL,EUR/USD,EUR,1000,1.39333,AUKP2848,06/05/2014 10:47:23,,,,08 May 2014
B201412605D6J00,BUY,EUR/USD,EUR,1000,1.39259,AUKP2848,06/05/2014 08:31:49,B201412506EF500,CLOSING,,08 May 2014
B201412605D6F00,SELL,EUR/USD,EUR,1000,1.39255,AUKP2848,06/05/2014 08:31:49,,,,08 May 2014
B201412605D4K00,SELL,EUR/USD,EUR,8000,1.39233,AUKP2848,06/05/2014 08:31:10,,,,08 May 2014
B201412605CZD00,BUY,EUR/USD,EUR,1000,1.39179,AUKP2848,06/05/2014 08:19:14,B201412506EF500,CLOSING,,08 May 2014
B201412605BDF00,BUY,EUR/USD,EUR,25000,1.39267,AUKP2848,06/05/2014 07:49:21,B201412506EF500; B201412506DLX00; B201412506DJ900; B201412506DJ000; B201412506DLU00,CLOSING,,08 May 2014
B201412605B5300,SELL,EUR/USD,EUR,60000,1.39243,AUKP2848,06/05/2014 07:46:49,,,,08 May 2014
B201412605B5500,SELL,EUR/USD,EUR,60000,1.39243,AUKP2848,06/05/2014 07:46:49,,,,08 May 2014
B201412605AZA00,BUY,EUR/USD,EUR,9000,1.39267,AUKP2848,06/05/2014 07:46:22,B201412506DGH00; B201412506DD200; B201412506DGP00; B201412506DB500; B201412506DHU00; B201412506DH700,CLOSING,,08 May 2014
B201412605A2Z00,SELL,EUR/USD,EUR,10000,1.39226,AUKP2848,06/05/2014 07:46:09,,,,08 May 2014
B201412605A1T00,SELL,EUR/USD,EUR,9000,1.39216,AUKP2848,06/05/2014 07:46:08,,,,08 May 2014
B2014126059U400,SELL,EUR/USD,EUR,1000,1.39195,AUKP2848,06/05/2014 07:45:09,,,,08 May 2014
B2014126059E800,BUY,EUR/USD,EUR,20000,1.39173,AUKP2848,06/05/2014 07:43:40,B201412506D3E00; B201412506DB500; B201412506D5000,CLOSING,,08 May 2014
B2014126059DL00,BUY,EUR/USD,EUR,20000,1.39171,AUKP2848,06/05/2014 07:43:36,B201412506D3E00; B201412506D0X00; B201412506D2Z00,CLOSING,,08 May 2014
B2014126057NN00,SELL,EUR/USD,EUR,60000,1.39102,AUKP2848,06/05/2014 07:20:59,,,,08 May 2014
B20141260579H00,BUY,EUR/USD,EUR,1000,1.39105,AUKP2848,06/05/2014 07:20:26,B201412506D0N00,CLOSING,,08 May 2014
B20141260578V00,SELL,EUR/USD,EUR,1000,1.3911,AUKP2848,06/05/2014 07:20:25,,,,08 May 2014
B20141260578F00,BUY,EUR/USD,EUR,20000,1.39114,AUKP2848,06/05/2014 07:20:25,B201412506CQP00; B201412506CQL00,CLOSING,,08 May 2014
B2014126056R900,SELL,EUR/USD,EUR,60000,1.39065,AUKP2848,06/05/2014 07:16:56,,,,08 May 2014
B2014126056RB00,SELL,EUR/USD,EUR,60000,1.39065,AUKP2848,06/05/2014 07:16:56,,,,08 May 2014
B2014126056PL00,BUY,EUR/USD,EUR,20000,1.39097,AUKP2848,06/05/2014 07:16:50,B201412506CM800; B201412506CMB00,CLOSING,,08 May 2014
B2014126056NE00,SELL,EUR/USD,EUR,60000,1.39063,AUKP2848,06/05/2014 07:16:33,,,,08 May 2014
B2014126056HC00,SELL,EUR/USD,EUR,4000,1.39079,AUKP2848,06/05/2014 07:16:18,,,,08 May 2014
B2014126056GU00,BUY,EUR/USD,EUR,20000,1.39082,AUKP2848,06/05/2014 07:16:18,B201412506CM800; B201412208F4G00,CLOSING,,08 May 2014
B2014126056CQ00,BUY,EUR/USD,EUR,1000,1.3903,AUKP2848,06/05/2014 07:16:15,B201412208F4G00,CLOSING,,08 May 2014
B2014126056CC00,SELL,EUR/USD,EUR,1000,1.39023,AUKP2848,06/05/2014 07:16:14,,,,08 May 2014
B2014126056BD00,BUY,EUR/USD,EUR,20000,1.39017,AUKP2848,06/05/2014 07:16:12,B201412208E2900; B201412208F4G00,CLOSING,,08 May 2014
B20141260562V00,SELL,EUR/USD,EUR,6000,1.38995,AUKP2848,06/05/2014 07:16:01,,,,08 May 2014
B20141260562T00,SELL,EUR/USD,EUR,9000,1.38995,AUKP2848,06/05/2014 07:16:01,,,,08 May 2014
B20141260562P00,SELL,EUR/USD,EUR,1000,1.38994,AUKP2848,06/05/2014 07:16:01,,,,08 May 2014
B20141260562L00,SELL,EUR/USD,EUR,1000,1.38994,AUKP2848,06/05/2014 07:16:01,,,,08 May 2014
B20141260561Y00,SELL,EUR/USD,EUR,2000,1.38997,AUKP2848,06/05/2014 07:16:00,,,,08 May 2014
B20141260561V00,SELL,EUR/USD,EUR,22000,1.38997,AUKP2848,06/05/2014 07:16:00,,,,08 May 2014
B20141260560Q00,SELL,EUR/USD,EUR,14000,1.38999,AUKP2848,06/05/2014 07:15:58,,,,08 May 2014
B2014126055B600,SELL,EUR/USD,EUR,100000,1.38947,AUKP2848,06/05/2014 07:15:43,,,,08 May 2014
B2014126055AG00,SELL,EUR/USD,EUR,12000,1.38938,AUKP2848,06/05/2014 07:15:42,,,,08 May 2014
B20141260559R00,BUY,EUR/USD,EUR,1000,1.38945,AUKP2848,06/05/2014 07:15:41,B201412208E2900,CLOSING,,08 May 2014
B20141260559000,SELL,EUR/USD,EUR,36000,1.3894,AUKP2848,06/05/2014 07:15:41,,,,08 May 2014
B20141260557700,BUY,EUR/USD,EUR,9000,1.38946,AUKP2848,06/05/2014 07:15:40,B201412208E2900,CLOSING,,08 May 2014
B20141260552C00,SELL,EUR/USD,EUR,2000,1.38923,AUKP2848,06/05/2014 07:15:40,,,,08 May 2014
B20141260550M00,SELL,EUR/USD,EUR,1000,1.38919,AUKP2848,06/05/2014 07:15:39,,,,08 May 2014
B2014126054ZP00,BUY,EUR/USD,EUR,6000,1.38907,AUKP2848,06/05/2014 07:15:39,B201412208E2900,CLOSING,,08 May 2014
B2014126054YF00,SELL,EUR/USD,EUR,100000,1.38898,AUKP2848,06/05/2014 07:15:39,,,,08 May 2014
B2014126054HX00,SELL,EUR/USD,EUR,100000,1.38857,AUKP2848,06/05/2014 06:59:41,,,,08 May 2014
B2014126054G100,SELL,EUR/USD,EUR,10000,1.38825,AUKP2848,06/05/2014 06:46:49,,,,08 May 2014
B2014126053K800,SELL,EUR/USD,EUR,1000,1.38762,AUKP2848,06/05/2014 02:24:33,,,,08 May 2014
B2014126053K500,SELL,EUR/USD,EUR,1000,1.38763,AUKP2848,06/05/2014 02:24:32,,,,08 May 2014
B2014126053HN00,BUY,EUR/USD,EUR,3000,1.38763,AUKP2848,06/05/2014 01:20:20,B201412208E2900,CLOSING,,08 May 2014
B20141260534500,BUY,EUR/USD,EUR,1000,1.38745,AUKP2848,05/05/2014 21:10:24,B201412208E2900,CLOSING,,08 May 2014
B20141260531P00,BUY,EUR/USD,EUR,1000,1.38746,AUKP2848,05/05/2014 21:07:49,B201412208E2900,CLOSING,,08 May 2014
B201412506JH600,BUY,EUR/USD,EUR,100000,1.3879,AUKP2848,05/05/2014 16:22:07,B201412208DWV00; B201412208E2900; B201412208DX100; B201412208DX300; B201412208DX500; B201412208DX700,CLOSING,,07 May 2014
B201412506JA100,SELL,EUR/USD,EUR,100000,1.38856,AUKP2848,05/05/2014 15:52:49,,,,07 May 2014
B201412506J5H00,SELL,EUR/USD,EUR,180000,1.38796,AUKP2848,05/05/2014 15:10:17,,,,07 May 2014
B201412506J5500,BUY,EUR/USD,EUR,60000,1.38807,AUKP2848,05/05/2014 15:05:04,B201412208DWY00; B201412208CD300; B201412208DKH00; B201412208DWQ00; B201412208DKE00; B201412208DWT00; B201412208DKB00,CLOSING,,07 May 2014
B201412506J2Z00,BUY,EUR/USD,EUR,2000,1.38769,AUKP2848,05/05/2014 14:40:40,B201412208CD300,CLOSING,,07 May 2014
B201412506HSC00,SELL,EUR/USD,EUR,60000,1.38765,AUKP2848,05/05/2014 13:50:30,,,,07 May 2014
B201412506HQP00,BUY,EUR/USD,EUR,100000,1.38779,AUKP2848,05/05/2014 13:49:41,B201412208CD300; B201412208ANS00; B201412208BPM00,CLOSING,,07 May 2014
B201412506HQL00,BUY,EUR/USD,EUR,20000,1.38788,AUKP2848,05/05/2014 13:49:30,B201412208ANS00,CLOSING,,07 May 2014
B201412506GUZ00,BUY,EUR/USD,EUR,1000,1.38833,AUKP2848,05/05/2014 12:55:50,B201412208ANS00,CLOSING,,07 May 2014
B201412506GUT00,SELL,EUR/USD,EUR,1000,1.3883,AUKP2848,05/05/2014 12:55:48,,,,07 May 2014
B201412506GSB00,SELL,EUR/USD,EUR,100000,1.38828,AUKP2848,05/05/2014 12:54:45,,,,07 May 2014
B201412506FCA00,SELL,EUR/USD,EUR,20000,1.38771,AUKP2848,05/05/2014 08:38:45,,,,07 May 2014
B201412506F6R00,BUY,EUR/USD,EUR,20000,1.38698,AUKP2848,05/05/2014 08:25:33,B2014122088UL00; B201412208ANS00,CLOSING,,07 May 2014
B201412506EZY00,BUY,EUR/USD,EUR,50000,1.38713,AUKP2848,05/05/2014 07:42:36,B2014122088UL00,CLOSING,,07 May 2014
B201412506EZL00,SELL,EUR/USD,EUR,20000,1.38696,AUKP2848,05/05/2014 07:39:10,,,,07 May 2014
B201412506EW800,BUY,EUR/USD,EUR,1000,1.38753,AUKP2848,05/05/2014 07:31:03,B2014122088UL00,CLOSING,,07 May 2014
B201412506EW500,SELL,EUR/USD,EUR,1000,1.38749,AUKP2848,05/05/2014 07:31:02,,,,07 May 2014
B201412506ER000,BUY,EUR/USD,EUR,1000,1.38751,AUKP2848,05/05/2014 07:06:08,B2014122088UL00,CLOSING,,07 May 2014
B201412506EFB00,SELL,EUR/USD,EUR,1000,1.38804,AUKP2848,05/05/2014 06:17:55,,,,07 May 2014
B201412506EF500,SELL,EUR/USD,EUR,20000,1.38801,AUKP2848,05/05/2014 06:17:53,,,,07 May 2014
B201412506DUV00,BUY,EUR/USD,EUR,1000,1.38752,AUKP2848,05/05/2014 03:29:13,B2014122088NY00,CLOSING,,07 May 2014
B201412506DRQ00,BUY,EUR/USD,EUR,1000,1.38746,AUKP2848,05/05/2014 02:50:05,B2014122088NY00,CLOSING,,07 May 2014
B201412506DRM00,BUY,EUR/USD,EUR,1000,1.38746,AUKP2848,05/05/2014 02:50:03,B2014122088NY00,CLOSING,,07 May 2014
B201412506DLX00,SELL,EUR/USD,EUR,1000,1.38756,AUKP2848,05/05/2014 02:21:57,,,,07 May 2014
B201412506DLU00,SELL,EUR/USD,EUR,1000,1.38756,AUKP2848,05/05/2014 02:21:35,,,,07 May 2014
B201412506DJ900,SELL,EUR/USD,EUR,20000,1.38753,AUKP2848,05/05/2014 02:18:48,,,,07 May 2014
B201412506DJ300,BUY,EUR/USD,EUR,2000,1.3876,AUKP2848,05/05/2014 02:18:18,B2014122088NY00,CLOSING,,07 May 2014
B201412506DJ000,SELL,EUR/USD,EUR,1000,1.38753,AUKP2848,05/05/2014 02:18:17,,,,07 May 2014
B201412506DHU00,SELL,EUR/USD,EUR,2000,1.38759,AUKP2848,05/05/2014 02:16:15,,,,07 May 2014
B201412506DHR00,BUY,EUR/USD,EUR,1000,1.38763,AUKP2848,05/05/2014 02:16:07,B2014122088NY00,CLOSING,,07 May 2014
B201412506DH700,SELL,EUR/USD,EUR,1000,1.38736,AUKP2848,05/05/2014 02:12:35,,,,07 May 2014
B201412506DH400,BUY,EUR/USD,EUR,1000,1.38742,AUKP2848,05/05/2014 02:12:25,B2014122088NY00,CLOSING,,07 May 2014
B201412506DGS00,BUY,EUR/USD,EUR,1000,1.38749,AUKP2848,05/05/2014 02:11:08,B2014122088NY00,CLOSING,,07 May 2014
B201412506DGP00,SELL,EUR/USD,EUR,1000,1.38741,AUKP2848,05/05/2014 02:10:53,,,,07 May 2014
B201412506DGL00,BUY,EUR/USD,EUR,1000,1.38734,AUKP2848,05/05/2014 02:09:12,B2014122088NY00,CLOSING,,07 May 2014
B201412506DGH00,SELL,EUR/USD,EUR,1000,1.38727,AUKP2848,05/05/2014 02:09:11,,,,07 May 2014
B201412506DD800,BUY,EUR/USD,EUR,1000,1.38705,AUKP2848,05/05/2014 02:00:05,B2014122088NY00,CLOSING,,07 May 2014
B201412506DD200,SELL,EUR/USD,EUR,1000,1.38703,AUKP2848,05/05/2014 01:59:59,,,,07 May 2014
B201412506DB500,SELL,EUR/USD,EUR,20000,1.38674,AUKP2848,05/05/2014 01:48:24,,,,07 May 2014
B201412506D5000,SELL,EUR/USD,EUR,1000,1.38664,AUKP2848,05/05/2014 00:52:23,,,,07 May 2014
B201412506D4X00,BUY,EUR/USD,EUR,1000,1.38669,AUKP2848,05/05/2014 00:52:23,B2014122088NY00,CLOSING,,07 May 2014
B201412506D3E00,SELL,EUR/USD,EUR,20000,1.38701,AUKP2848,05/05/2014 00:48:11,,,,07 May 2014
B201412506D3200,BUY,EUR/USD,EUR,1000,1.38728,AUKP2848,05/05/2014 00:37:47,B2014122088NY00,CLOSING,,07 May 2014
B201412506D2Z00,SELL,EUR/USD,EUR,1000,1.38724,AUKP2848,05/05/2014 00:37:46,,,,07 May 2014
B201412506D1000,BUY,EUR/USD,EUR,1000,1.38745,AUKP2848,04/05/2014 23:08:42,B2014122088NY00,CLOSING,,07 May 2014
B201412506D0X00,SELL,EUR/USD,EUR,1000,1.3874,AUKP2848,04/05/2014 23:07:53,,,,07 May 2014
B201412506D0N00,SELL,EUR/USD,EUR,1000,1.38738,AUKP2848,04/05/2014 23:05:49,,,,07 May 2014
B201412506D0K00,BUY,EUR/USD,EUR,1000,1.38755,AUKP2848,04/05/2014 22:56:56,B2014122088NY00,CLOSING,,07 May 2014
B201412506CQP00,SELL,EUR/USD,EUR,15000,1.38763,AUKP2848,04/05/2014 22:13:40,,,,07 May 2014
B201412506CQL00,SELL,EUR/USD,EUR,5000,1.38764,AUKP2848,04/05/2014 22:13:09,,,,07 May 2014
B201412506CMB00,SELL,EUR/USD,EUR,5000,1.38723,AUKP2848,04/05/2014 21:55:32,,,,07 May 2014
B201412506CM800,SELL,EUR/USD,EUR,25000,1.38723,AUKP2848,04/05/2014 21:55:24,,,,07 May 2014
B201412208FBJ00,BUY,EUR/USD,EUR,100000,1.38706,AUKP2848,02/05/2014 19:58:36,B2014122088NY00; B2014122087M700,CLOSING,,06 May 2014
B201412208F8300,BUY,EUR/USD,EUR,25000,1.38744,AUKP2848,02/05/2014 19:06:49,B2014122085F100; B2014122087M700,CLOSING,,06 May 2014
B201412208F4G00,SELL,EUR/USD,EUR,25000,1.38726,AUKP2848,02/05/2014 18:34:56,,,,06 May 2014
B201412208E2900,SELL,EUR/USD,EUR,100000,1.3876,AUKP2848,02/05/2014 17:48:14,,,,06 May 2014
B201412208DX700,SELL,EUR/USD,EUR,1000,1.38738,AUKP2848,02/05/2014 17:48:05,,,,06 May 2014
B201412208DX500,SELL,EUR/USD,EUR,1000,1.38738,AUKP2848,02/05/2014 17:48:05,,,,06 May 2014
B201412208DX100,SELL,EUR/USD,EUR,22000,1.38738,AUKP2848,02/05/2014 17:48:05,,,,06 May 2014
B201412208DWV00,SELL,EUR/USD,EUR,1000,1.38738,AUKP2848,02/05/2014 17:48:05,,,,06 May 2014
B201412208DWY00,SELL,EUR/USD,EUR,1000,1.38738,AUKP2848,02/05/2014 17:48:05,,,,06 May 2014
B201412208DX300,SELL,EUR/USD,EUR,2000,1.38738,AUKP2848,02/05/2014 17:48:05,,,,06 May 2014
B201412208DWT00,SELL,EUR/USD,EUR,2000,1.38738,AUKP2848,02/05/2014 17:48:05,,,,06 May 2014
B201412208DWQ00,SELL,EUR/USD,EUR,22000,1.38738,AUKP2848,02/05/2014 17:48:05,,,,06 May 2014
B201412208DKH00,SELL,EUR/USD,EUR,5000,1.38656,AUKP2848,02/05/2014 16:58:24,,,,06 May 2014
B201412208DKE00,SELL,EUR/USD,EUR,10000,1.38657,AUKP2848,02/05/2014 16:58:10,,,,06 May 2014
B201412208DKB00,SELL,EUR/USD,EUR,10000,1.38658,AUKP2848,02/05/2014 16:57:17,,,,06 May 2014
B201412208CD300,SELL,EUR/USD,EUR,20000,1.38613,AUKP2848,02/05/2014 15:03:17,,,,06 May 2014
B201412208BPM00,SELL,EUR/USD,EUR,25000,1.38657,AUKP2848,02/05/2014 14:51:01,,,,06 May 2014
B201412208ANS00,SELL,EUR/USD,EUR,100000,1.38642,AUKP2848,02/05/2014 14:41:54,,,,06 May 2014
B2014122088UL00,SELL,EUR/USD,EUR,60000,1.38426,AUKP2848,02/05/2014 14:31:17,,,,06 May 2014
B2014122088NY00,SELL,EUR/USD,EUR,20000,1.38437,AUKP2848,02/05/2014 14:30:32,,,,06 May 2014
B2014122087M700,SELL,EUR/USD,EUR,100000,1.3826,AUKP2848,02/05/2014 14:09:11,,,,06 May 2014
B2014122086ER00,BUY,EUR/USD,EUR,25000,1.38205,AUKP2848,02/05/2014 13:25:14,B2014122085F100,CLOSING,,06 May 2014
B2014122085HW00,BUY,EUR/USD,EUR,100000,1.3821,AUKP2848,02/05/2014 13:00:26,B201412207R2T00; B2014122085F100; B201412207USD00; B201412207USF00; B201412207US800,CLOSING,,06 May 2014
B2014122085F100,SELL,EUR/USD,EUR,100000,1.38279,AUKP2848,02/05/2014 12:59:57,,,,06 May 2014
B2014122082TN00,BUY,EUR/USD,EUR,1000,1.38164,AUKP2848,02/05/2014 12:44:01,B201412207R2T00,CLOSING,,06 May 2014
B2014122082TK00,BUY,EUR/USD,EUR,1000,1.38164,AUKP2848,02/05/2014 12:44:01,B201412207R2T00,CLOSING,,06 May 2014
B2014122082TG00,BUY,EUR/USD,EUR,22000,1.38163,AUKP2848,02/05/2014 12:44:01,B201412207NWB00; B201412207NW800; B201412207R2T00,CLOSING,,06 May 2014
B2014122082TE00,BUY,EUR/USD,EUR,2000,1.38163,AUKP2848,02/05/2014 12:44:00,B201412207R2T00,CLOSING,,06 May 2014
B20141220829C00,BUY,EUR/USD,EUR,100000,1.38212,AUKP2848,02/05/2014 12:42:18,B201412107T8L00; B201412207NW800; B201412107T8P00; B201412207NUJ00; B201412207NVH00; B201412107T8H00,CLOSING,,06 May 2014
B201412207ZJV00,BUY,EUR/USD,EUR,60000,1.38271,AUKP2848,02/05/2014 12:33:11,B201412107SSU00; B201412107SSX00; B201412107T8H00; B201412107T8E00; B201412107SSN00,CLOSING,,06 May 2014
B201412207W5L00,BUY,EUR/USD,EUR,100000,1.38189,AUKP2848,02/05/2014 12:30:18,B201412107RHM00; B201412107SSN00,CLOSING,,06 May 2014
B201412207UX000,BUY,EUR/USD,EUR,20000,1.38311,AUKP2848,02/05/2014 12:30:02,B201412107RHM00,CLOSING,,06 May 2014
B201412207UWY00,BUY,EUR/USD,EUR,50000,1.38311,AUKP2848,02/05/2014 12:30:02,B201412107RHM00,CLOSING,,06 May 2014
B201412207UW700,BUY,EUR/USD,EUR,20000,1.38368,AUKP2848,02/05/2014 12:30:02,B201412107RGR00; B201412107RHM00,CLOSING,,06 May 2014
B201412207USF00,SELL,EUR/USD,EUR,9000,1.38217,AUKP2848,02/05/2014 12:30:02,,,,06 May 2014
B201412207USA00,BUY,EUR/USD,EUR,12000,1.38324,AUKP2848,02/05/2014 12:30:02,B201412107RGR00,CLOSING,,06 May 2014
B201412207USD00,SELL,EUR/USD,EUR,2000,1.38217,AUKP2848,02/05/2014 12:30:02,,,,06 May 2014
B201412207US800,SELL,EUR/USD,EUR,20000,1.38217,AUKP2848,02/05/2014 12:30:02,,,,06 May 2014
B201412207US100,BUY,EUR/USD,EUR,180000,1.38324,AUKP2848,02/05/2014 12:30:02,B201412107RGR00; B201412107RGA00; B201412107QUQ00; B201412107QV600; B201412107QUS00; B201412107RGD00; B201412107QV800; B201412107PRF00; B201412107Q8E00; B201412107QUK00; B201412107Q8C00; B201412107QV200; B201412107Q8G00; B201412107QVA00; B201412107Q8A00; B201412107QUM00,CLOSING,,06 May 2014
B201412207URX00,BUY,EUR/USD,EUR,60000,1.38324,AUKP2848,02/05/2014 12:30:02,B20141200B7UY00; B201412107MT500; B20141200B3AU00; B201412107PRF00,CLOSING,,06 May 2014
B201412207US500,BUY,EUR/USD,EUR,60000,1.38324,AUKP2848,02/05/2014 12:30:02,B201412107RGR00,CLOSING,,06 May 2014
B201412207URV00,BUY,EUR/USD,EUR,20000,1.38324,AUKP2848,02/05/2014 12:30:02,B20141200B3AU00,CLOSING,,06 May 2014
B201412207RGW00,BUY,EUR/USD,EUR,100000,1.38611,AUKP2848,02/05/2014 11:18:51,B20141200B2D500; B20141200B3AU00; B20141200ATQ100; B20141200B2WV00,CLOSING,,06 May 2014
B201412207R2T00,SELL,EUR/USD,EUR,20000,1.38586,AUKP2848,02/05/2014 10:01:48,,,,06 May 2014
B201412207Q1B00,BUY,EUR/USD,EUR,20000,1.38567,AUKP2848,02/05/2014 07:54:36,B20141200ATQ100,CLOSING,,06 May 2014
B201412207PBT00,BUY,EUR/USD,EUR,6000,1.38558,AUKP2848,02/05/2014 07:01:47,B20141200ATQ100,CLOSING,,06 May 2014
B201412207PBP00,BUY,EUR/USD,EUR,14000,1.38558,AUKP2848,02/05/2014 07:01:47,B20141200ATQ100; B20141200ATNT00,CLOSING,,06 May 2014
B201412207PBR00,BUY,EUR/USD,EUR,6000,1.38558,AUKP2848,02/05/2014 07:01:47,B20141200ATQ100,CLOSING,,06 May 2014
B201412207PBV00,BUY,EUR/USD,EUR,9000,1.38558,AUKP2848,02/05/2014 07:01:47,B20141200ATQ100,CLOSING,,06 May 2014
B201412207NWE00,BUY,EUR/USD,EUR,10000,1.38628,AUKP2848,02/05/2014 04:57:08,B20141200ATNT00,CLOSING,,06 May 2014
B201412207NWB00,SELL,EUR/USD,EUR,5000,1.38621,AUKP2848,02/05/2014 04:53:42,,,,06 May 2014
B201412207NW800,SELL,EUR/USD,EUR,15000,1.38621,AUKP2848,02/05/2014 04:53:27,,,,06 May 2014
B201412207NVH00,SELL,EUR/USD,EUR,35000,1.38627,AUKP2848,02/05/2014 04:44:39,,,,06 May 2014
B201412207NUJ00,SELL,EUR/USD,EUR,20000,1.38622,AUKP2848,02/05/2014 04:37:23,,,,06 May 2014
B201412107V0L00,BUY,EUR/USD,EUR,100000,1.38677,AUKP2848,01/05/2014 14:41:51,B20141200ATNT00,CLOSING,,05 May 2014
B201412107U4P00,BUY,EUR/USD,EUR,1000,1.38682,AUKP2848,01/05/2014 13:22:02,B20141200ATNT00,CLOSING,,05 May 2014
B201412107U4H00,BUY,EUR/USD,EUR,1000,1.38682,AUKP2848,01/05/2014 13:22:02,B20141200ATNT00,CLOSING,,05 May 2014
B201412107U4E00,BUY,EUR/USD,EUR,2000,1.38682,AUKP2848,01/05/2014 13:22:02,B20141200ATNT00,CLOSING,,05 May 2014
B201412107U4B00,BUY,EUR/USD,EUR,22000,1.38682,AUKP2848,01/05/2014 13:22:02,B20141200ATNT00,CLOSING,,05 May 2014
B201412107U0T00,BUY,EUR/USD,EUR,180000,1.3871,AUKP2848,01/05/2014 13:10:02,B20141200ASDH00; B20141200ATNT00; B20141200ASTY00,CLOSING,,05 May 2014
B201412107U0500,BUY,EUR/USD,EUR,20000,1.38709,AUKP2848,01/05/2014 13:07:46,B20141200AS1K00; B20141200ASDH00,CLOSING,,05 May 2014
B201412107TDA00,BUY,EUR/USD,EUR,100000,1.38736,AUKP2848,01/05/2014 11:42:20,B20141200AS1K00; B20141200AQFM00; B20141200AQFJ00; B20141200AQE500,CLOSING,,05 May 2014
B201412107TBY00,BUY,EUR/USD,EUR,30000,1.38774,AUKP2848,01/05/2014 11:31:00,B20141200AQE500,CLOSING,,05 May 2014
B201412107T8P00,SELL,EUR/USD,EUR,3000,1.38753,AUKP2848,01/05/2014 11:13:37,,,,05 May 2014
