Section,ServerName,SymbolCode,IsBookA,BidPrice,AskPrice,Volume,ContractSize,UpdateDateTime
UK,Pro,USDMXN,1,13.0384000,13.0422600,6.1600000,100000.00,5/6/2014 8:12:46 AM
UK,Pro,USDNOK,1,5.9279900,5.9341800,0.3500000,100000.00,5/6/2014 8:12:46 AM
UK,Pro,USDSEK,1,6.5144900,6.5221600,-0.6700000,100000.00,5/6/2014 8:12:46 AM
UK,Pro,USDSGD,1,1.2492400,1.2497800,-0.3700000,100000.00,5/6/2014 8:12:46 AM
UK,Pro,USDTRY,1,2.0964200,2.0970500,0.2100000,100000.00,5/6/2014 8:12:46 AM
UK,Pro,USDTRY,0,2.0964200,2.0970500,-1.4000000,100000.00,5/6/2014 8:12:46 AM
UK,Pro,XAGUSD,1,19.5990000,19.6390000,9.1900000,5000.00,5/6/2014 8:12:46 AM
UK,Pro,XAGUSD,0,19.5990000,19.6390000,0.9000000,5000.00,5/6/2014 8:12:46 AM
US,Pro,XAUUSD,0,1310.8300000,1311.2300000,0.0100000,100.00,5/6/2014 8:12:46 AM
UK,Pro,XAUUSD,0,1310.8300000,1311.2300000,-0.7400000,100.00,5/6/2014 8:12:46 AM
UK,Pro,XAUUSD,1,1310.8300000,1311.2300000,21.6200000,100.00,5/6/2014 8:12:46 AM
UK,Pro,ZC.N4,0,504.7500000,506.2500000,-0.1000000,50.00,5/6/2014 8:12:46 AM
UK,Pro,ZS.N4,0,1456.2500000,1458.7500000,0.7000000,50.00,5/6/2014 8:12:46 AM
Default,SB1,AUDCAD,0,1.0183500,1.0191100,-1.0676160,100000.00,5/6/2014 8:12:46 AM
Default,SB1,AUDCHF,0,0.8139500,0.8147000,-0.1437065,100000.00,5/6/2014 8:12:46 AM
Default,SB1,AUDJPY,0,94.9130000,94.9670000,1.5995631,100000.00,5/6/2014 8:12:46 AM
Default,SB1,AUDNZD,0,1.0663000,1.0667300,8.0832898,100000.00,5/6/2014 8:12:46 AM
Default,SB1,AUDUSD,0,0.9304800,0.9307500,2.8515509,100000.00,5/6/2014 8:12:46 AM
Default,SB1,B.M4,0,107.7900000,107.8400000,-0.0338664,1000.00,5/6/2014 8:12:46 AM
Default,SB1,CADCHF,0,0.7990300,0.7996800,0.4414900,100000.00,5/6/2014 8:12:46 AM
Default,SB1,CADJPY,0,93.1700000,93.2210000,-1.7723021,100000.00,5/6/2014 8:12:46 AM
Default,SB1,CHFJPY,0,116.5510000,116.6200000,-0.9794301,100000.00,5/6/2014 8:12:46 AM
Default,SB1,CL.M4,0,99.5800000,99.6300000,2.2250225,1000.00,5/6/2014 8:12:46 AM
Default,SB1,DE30.M,0,9544.0000000,9546.0000000,-0.4108491,25.00,5/6/2014 8:12:46 AM
Default,SB1,EURAUD,0,1.4950600,1.4958200,-1.1644352,100000.00,5/6/2014 8:12:46 AM
Default,SB1,EURCAD,0,1.5230700,1.5238300,-2.4132570,100000.00,5/6/2014 8:12:46 AM
Default,SB1,EURCHF,0,1.2176700,1.2179300,31.8198718,100000.00,5/6/2014 8:12:46 AM
Default,SB1,EURGBP,0,0.8217100,0.8219100,0.4360000,100000.00,5/6/2014 8:12:46 AM
Default,SB1,EURJPY,0,141.9620000,141.9900000,3.3062245,100000.00,5/6/2014 8:12:46 AM
Default,SB1,EURMXN,0,18.1458700,18.1500000,-1.3246308,100000.00,5/6/2014 8:12:46 AM
Default,SB1,EURNZD,0,1.5945200,1.5954000,0.2871644,100000.00,5/6/2014 8:12:46 AM
Default,SB1,EURTRY,0,2.9182200,2.9193500,-0.2839952,100000.00,5/6/2014 8:12:46 AM
Default,SB1,EURUSD,0,1.3915700,1.3917500,-71.8746607,100000.00,5/6/2014 8:12:46 AM
Default,SB1,FRA40.M,0,4395.5000000,4397.5000000,-0.0425940,10.00,5/6/2014 8:12:46 AM
Default,SB1,GBPAUD,0,1.8194300,1.8200100,-0.4002746,100000.00,5/6/2014 8:12:46 AM
Default,SB1,GBPCAD,0,1.8535000,1.8541700,-0.1334520,100000.00,5/6/2014 8:12:46 AM
Default,SB1,GBPCHF,0,1.4815100,1.4821500,-2.3970832,100000.00,5/6/2014 8:12:46 AM
Default,SB1,GBPJPY,0,172.7390000,172.7910000,-3.2768588,100000.00,5/6/2014 8:12:46 AM
Default,SB1,GBPNZD,0,1.9403000,1.9413600,0.0601493,100000.00,5/6/2014 8:12:46 AM
Default,SB1,GBPUSD,0,1.6933200,1.6935600,-101.6296798,100000.00,5/6/2014 8:12:46 AM
Default,SB1,GC.M4,0,1310.9000000,1311.4000000,0.9905922,100.00,5/6/2014 8:12:46 AM
Default,SB1,MXNJPY,0,7.8217500,7.8260500,0.1209173,100000.00,5/6/2014 8:12:46 AM
Default,SB1,NQ100.M,0,3597.0000000,3598.7500000,0.0253998,20.00,5/6/2014 8:12:46 AM
Default,SB1,NZDJPY,0,88.9780000,89.0540000,-0.5873126,100000.00,5/6/2014 8:12:46 AM
Default,SB1,NZDUSD,0,0.8722400,0.8728300,-6.0603923,100000.00,5/6/2014 8:12:46 AM
Default,SB1,SB.N4,0,17.3900000,17.4600000,-0.1663082,1120.00,5/6/2014 8:12:46 AM
Default,SB1,SI.N4,0,19.6050000,19.6500000,0.1557854,5000.00,5/6/2014 8:12:46 AM
Default,SB1,UK100.M,0,6769.5000000,6771.5000000,-2.0400000,10.00,5/6/2014 8:12:46 AM
Default,SB1,US30.M,0,16475.0000000,16479.0000000,-6.0959520,5.00,5/6/2014 8:12:46 AM
Default,SB1,US500.M,0,1879.2500000,1880.0000000,-0.1117591,50.00,5/6/2014 8:12:46 AM
Default,SB1,USDCAD,0,1.0945100,1.0948100,3.9979995,100000.00,5/6/2014 8:12:46 AM
Default,SB1,USDCHF,0,0.8749400,0.8751700,0.2725978,100000.00,5/6/2014 8:12:46 AM
Default,SB1,USDDKK,0,5.3622100,5.3643000,0.1815990,100000.00,5/6/2014 8:12:46 AM
Default,SB1,USDHKD,0,7.7518000,7.7530500,6.5632550,100000.00,5/6/2014 8:12:46 AM
Default,SB1,USDJPY,0,102.0090000,102.0290000,6.2876996,100000.00,5/6/2014 8:12:46 AM
Default,SB1,USDNOK,0,5.9279900,5.9341800,-4.9202419,100000.00,5/6/2014 8:12:46 AM
Default,SB1,USDSEK,0,6.5144900,6.5221600,-0.2207216,100000.00,5/6/2014 8:12:46 AM
Default,SB1,USDSGD,0,1.2492400,1.2497800,-0.2115490,100000.00,5/6/2014 8:12:46 AM
Default,SB1,USDTRY,0,2.0964200,2.0970500,0.4614922,100000.00,5/6/2014 8:12:46 AM
Default,SB1,ZC.N4,0,504.7500000,506.2500000,0.0135466,50.00,5/6/2014 8:12:46 AM
Default,SB1,ZS.N4,0,1456.2500000,1458.7500000,-0.0690875,50.00,5/6/2014 8:12:46 AM
Default,ADS,EURUSD,0,1.3916500,1.3918300,-1300.0000000,100000.00,5/6/2014 8:11:43 AM
Default,ADS,GBPUSD,0,1.6933400,1.6935700,-1150.0000000,100000.00,5/6/2014 8:11:43 AM
Default,ADS,USDCHF,0,0.8749200,0.8751300,100.0000000,100000.00,5/6/2014 8:11:43 AM
Default,ADS,USDHKD,0,7.7518400,7.7530500,200.0000000,100000.00,5/6/2014 8:11:43 AM
Default,ADS,USDJPY,0,102.0200000,102.0400000,350.0000000,100000.00,5/6/2014 8:11:43 AM
Default,ADS,XAGUSD,0,19.6000000,19.6400000,100.0000000,5000.00,5/6/2014 8:11:43 AM
Default,B2B,AUDJPY,1,94.9250000,94.9770000,-0.0300000,100000.00,5/6/2014 8:11:43 AM
Default,B2B,AUDNZD,1,1.0663700,1.0668600,1.7100000,100000.00,5/6/2014 8:11:43 AM
Default,B2B,AUDUSD,1,0.9304900,0.9307700,-35.6600000,100000.00,5/6/2014 8:11:43 AM
Default,B2B,CADJPY,1,93.1760000,93.2290000,-5.0400000,100000.00,5/6/2014 8:11:43 AM
Default,B2B,CHFJPY,1,116.5680000,116.6330000,0.1200000,100000.00,5/6/2014 8:11:43 AM
Default,B2B,EURAUD,1,1.4951400,1.4958800,3.7500000,100000.00,5/6/2014 8:11:43 AM
Default,B2B,EURCAD,1,1.5231700,1.5239200,0.0300000,100000.00,5/6/2014 8:11:43 AM
Default,B2B,EURCHF,1,1.2177100,1.2179800,-0.0100000,100000.00,5/6/2014 8:11:43 AM
Default,B2B,EURJPY,1,141.9860000,142.0160000,-0.4100000,100000.00,5/6/2014 8:11:43 AM
Default,B2B,EURNZD,1,1.5946600,1.5955800,-2.4900000,100000.00,5/6/2014 8:11:43 AM
Default,B2B,EURUSD,1,1.3916500,1.3918300,-22.1500000,100000.00,5/6/2014 8:11:43 AM
Default,B2B,GBPAUD,1,1.8193500,1.8200000,0.1000000,100000.00,5/6/2014 8:11:43 AM
Default,B2B,GBPCHF,1,1.4815200,1.4820800,-0.0100000,100000.00,5/6/2014 8:11:43 AM
Default,B2B,GBPJPY,1,172.7520000,172.8100000,-0.0400000,100000.00,5/6/2014 8:11:43 AM
Default,B2B,GBPUSD,1,1.6933400,1.6935700,-1.3500000,100000.00,5/6/2014 8:11:43 AM
Default,B2B,NZDCAD,1,0.9548200,0.9554500,0.0500000,100000.00,5/6/2014 8:11:43 AM
Default,B2B,NZDCHF,1,0.7631600,0.7638100,0.0500000,100000.00,5/6/2014 8:11:43 AM
Default,B2B,NZDJPY,1,88.9850000,89.0600000,0.1500000,100000.00,5/6/2014 8:11:43 AM
Default,B2B,NZDUSD,1,0.8722000,0.8727900,3.0200000,100000.00,5/6/2014 8:11:43 AM
Default,B2B,USDCAD,1,1.0945100,1.0948100,-0.2000000,100000.00,5/6/2014 8:11:43 AM
Default,B2B,USDCHF,1,0.8749200,0.8751300,-0.1900000,100000.00,5/6/2014 8:11:43 AM
Default,B2B,USDJPY,1,102.0200000,102.0400000,-0.8100000,100000.00,5/6/2014 8:11:43 AM
Default,B2B,XAGUSD,1,19.6000000,19.6400000,20.0000000,5000.00,5/6/2014 8:11:43 AM
Default,C1,AUDCAD,1,1.0184000,1.0191400,0.0800000,100000.00,5/6/2014 8:11:43 AM
Default,C1,AUDCHF,1,0.8140000,0.8146500,0.8900000,100000.00,5/6/2014 8:11:43 AM
Default,C1,AUDNZD,1,1.0663700,1.0668600,5.2000000,100000.00,5/6/2014 8:11:43 AM
Default,C1,AUDNZD,0,1.0663700,1.0668600,9.6000000,100000.00,5/6/2014 8:11:43 AM
Default,C1,AUDUSD,1,0.9304900,0.9307700,11.3800000,100000.00,5/6/2014 8:11:43 AM
Default,C1,CADCHF,1,0.7990000,0.7996400,0.9600000,100000.00,5/6/2014 8:11:43 AM
Default,C1,CADJPY,1,93.1760000,93.2290000,0.1000000,100000.00,5/6/2014 8:11:43 AM
Default,C1,CHFJPY,1,116.5680000,116.6330000,-0.1000000,100000.00,5/6/2014 8:11:43 AM
Default,C1,CL.M4,0,99.5700000,99.6200000,8.0000000,1000.00,5/6/2014 8:11:43 AM
Default,C1,DE30.M,0,9543.0000000,9544.5000000,-0.4000000,25.00,5/6/2014 8:11:43 AM
Default,C1,EURAUD,1,1.4951400,1.4958800,-0.7300000,100000.00,5/6/2014 8:11:43 AM
Default,C1,EURCAD,1,1.5231700,1.5239200,-0.5000000,100000.00,5/6/2014 8:11:43 AM
Default,C1,EURCHF,1,1.2177100,1.2179800,15.5600000,100000.00,5/6/2014 8:11:43 AM
Default,C1,EURGBP,1,0.8217500,0.8219500,5.1300000,100000.00,5/6/2014 8:11:43 AM
Default,C1,EURJPY,1,141.9860000,142.0160000,-10.0700000,100000.00,5/6/2014 8:11:43 AM
Default,C1,EURNZD,1,1.5946600,1.5955800,0.1000000,100000.00,5/6/2014 8:11:43 AM
Default,C1,EURTRY,1,2.9178000,2.9190600,-1.6000000,100000.00,5/6/2014 8:11:43 AM
Default,C1,EURUSD,1,1.3916500,1.3918300,-132.6600000,100000.00,5/6/2014 8:11:43 AM
Default,C1,EURUSD,0,1.3916500,1.3918300,-40.0000000,100000.00,5/6/2014 8:11:43 AM
Default,C1,FRA40.M,0,4395.0000000,4397.0000000,-0.1000000,10.00,5/6/2014 8:11:43 AM
Default,C1,GBPAUD,1,1.8193500,1.8200000,-0.5200000,100000.00,5/6/2014 8:11:43 AM
Default,C1,GBPCAD,1,1.8534900,1.8541200,-0.7900000,100000.00,5/6/2014 8:11:43 AM
Default,C1,GBPCHF,1,1.4815200,1.4820800,2.2600000,100000.00,5/6/2014 8:11:43 AM
Default,C1,GBPJPY,1,172.7520000,172.8100000,-7.2500000,100000.00,5/6/2014 8:11:43 AM
Default,C1,GBPNZD,1,1.9403700,1.9413800,0.1600000,100000.00,5/6/2014 8:11:43 AM
Default,C1,GBPUSD,1,1.6933400,1.6935700,-36.5800000,100000.00,5/6/2014 8:11:43 AM
Default,C1,NZDJPY,1,88.9850000,89.0600000,-1.4000000,100000.00,5/6/2014 8:11:43 AM
Default,C1,NZDUSD,1,0.8722000,0.8727900,-12.0100000,100000.00,5/6/2014 8:11:43 AM
Default,C1,UK100.M,0,6768.5000000,6770.5000000,-0.0200000,10.00,5/6/2014 8:11:43 AM
Default,C1,US30.M,0,16476.0000000,16479.0000000,-1.3000000,5.00,5/6/2014 8:11:43 AM
Default,C1,US500.M,0,1879.2500000,1880.0000000,-0.3000000,50.00,5/6/2014 8:11:43 AM
Default,C1,USDCAD,1,1.0945100,1.0948100,1.7100000,100000.00,5/6/2014 8:11:43 AM
Default,C1,USDCHF,1,0.8749200,0.8751300,11.8800000,100000.00,5/6/2014 8:11:43 AM
Default,C1,USDCNH,1,6.2282000,6.2300000,-1.2500000,100000.00,5/6/2014 8:11:43 AM
Default,C1,USDDKK,1,5.3619100,5.3640000,0.2000000,100000.00,5/6/2014 8:11:43 AM
Default,C1,USDHKD,1,7.7518400,7.7530500,24.0000000,100000.00,5/6/2014 8:11:43 AM
Default,C1,USDJPY,1,102.0200000,102.0400000,11.6800000,100000.00,5/6/2014 8:11:43 AM
Default,C1,USDNOK,1,5.9281700,5.9340600,-0.3500000,100000.00,5/6/2014 8:11:43 AM
Default,C1,USDSEK,1,6.5147400,6.5225000,1.2600000,100000.00,5/6/2014 8:11:43 AM
Default,C1,USDSGD,1,1.2492900,1.2498300,2.1500000,100000.00,5/6/2014 8:11:43 AM
Default,C1,USDTRY,1,2.0959300,2.0967400,-0.2600000,100000.00,5/6/2014 8:11:43 AM
Default,C1,XAGUSD,0,19.6000000,19.6400000,3.0000000,5000.00,5/6/2014 8:11:43 AM
Default,C1,XAUUSD,0,1310.8200000,1311.2300000,2.4600000,100.00,5/6/2014 8:11:43 AM
UK,C2,AUDCAD,0,1.0184000,1.0191400,0.2600000,100000.00,5/6/2014 8:11:43 AM
UK,C2,AUDCAD,1,1.0184000,1.0191400,0.1400000,100000.00,5/6/2014 8:11:43 AM
UK,C2,AUDCHF,1,0.8140000,0.8146500,1.9400000,100000.00,5/6/2014 8:11:43 AM
UK,C2,AUDCHF,0,0.8140000,0.8146500,0.1600000,100000.00,5/6/2014 8:11:43 AM
US,C2,AUDJPY,0,94.9250000,94.9770000,-0.0900000,100000.00,5/6/2014 8:11:43 AM
US,C2,AUDJPY,1,94.9250000,94.9770000,-0.0100000,100000.00,5/6/2014 8:11:43 AM
UK,C2,AUDJPY,1,94.9250000,94.9770000,0.0700000,100000.00,5/6/2014 8:11:43 AM
UK,C2,AUDNZD,0,1.0663700,1.0668600,-0.5800000,100000.00,5/6/2014 8:11:43 AM
UK,C2,AUDNZD,1,1.0663700,1.0668600,56.7100000,100000.00,5/6/2014 8:11:43 AM
US,C2,AUDNZD,1,1.0663700,1.0668600,11.9500000,100000.00,5/6/2014 8:11:43 AM
UK,C2,AUDUSD,1,0.9304900,0.9307700,10.3600000,100000.00,5/6/2014 8:11:43 AM
US,C2,AUDUSD,0,0.9304900,0.9307700,-2.0100000,100000.00,5/6/2014 8:11:43 AM
US,C2,AUDUSD,1,0.9304900,0.9307700,183.8100000,100000.00,5/6/2014 8:11:43 AM
UK,C2,AUDUSD,0,0.9304900,0.9307700,-5.3600000,100000.00,5/6/2014 8:11:43 AM
UK,C2,B.M4,0,107.7900000,107.8400000,-19.7500000,1000.00,5/6/2014 8:11:43 AM
UK,C2,B.N4,0,107.1800000,107.2400000,0.4000000,1000.00,5/6/2014 8:11:43 AM
US,C2,CADCHF,0,0.7990000,0.7996400,0.0100000,100000.00,5/6/2014 8:11:43 AM
UK,C2,CADCHF,1,0.7990000,0.7996400,3.3200000,100000.00,5/6/2014 8:11:43 AM
UK,C2,CADCHF,0,0.7990000,0.7996400,-0.0100000,100000.00,5/6/2014 8:11:43 AM
UK,C2,CADJPY,1,93.1760000,93.2290000,-1.3000000,100000.00,5/6/2014 8:11:43 AM
UK,C2,CADJPY,0,93.1760000,93.2290000,-2.0200000,100000.00,5/6/2014 8:11:43 AM
UK,C2,CHFJPY,1,116.5680000,116.6330000,-4.6400000,100000.00,5/6/2014 8:11:43 AM
US,C2,CL.M4,0,99.5700000,99.6200000,-6.0000000,1000.00,5/6/2014 8:11:43 AM
UK,C2,CL.M4,0,99.5700000,99.6200000,-5.7400000,1000.00,5/6/2014 8:11:43 AM
UK,C2,CL.N4,0,98.8000000,98.8800000,0.1000000,1000.00,5/6/2014 8:11:43 AM
UK,C2,DE30.M,0,9543.0000000,9544.5000000,-16.3600000,25.00,5/6/2014 8:11:43 AM
UK,C2,EUA.Z4,0,5.2900000,5.3600000,-0.2000000,1000.00,5/6/2014 8:11:43 AM
UK,C2,EUR50.M,0,3136.5000000,3138.5000000,-0.1000000,10.00,5/6/2014 8:11:43 AM
US,C2,EURAUD,0,1.4951400,1.4958800,-0.0600000,100000.00,5/6/2014 8:11:43 AM
UK,C2,EURAUD,0,1.4951400,1.4958800,0.7500000,100000.00,5/6/2014 8:11:43 AM
UK,C2,EURAUD,1,1.4951400,1.4958800,6.7900000,100000.00,5/6/2014 8:11:43 AM
UK,C2,EURCAD,1,1.5231700,1.5239200,0.5900000,100000.00,5/6/2014 8:11:43 AM
UK,C2,EURCAD,0,1.5231700,1.5239200,-4.1300000,100000.00,5/6/2014 8:11:43 AM
US,C2,EURCHF,1,1.2177100,1.2179800,32.3100000,100000.00,5/6/2014 8:11:43 AM
UK,C2,EURCHF,1,1.2177100,1.2179800,164.2900000,100000.00,5/6/2014 8:11:43 AM
UK,C2,EURCHF,0,1.2177100,1.2179800,6.6400000,100000.00,5/6/2014 8:11:43 AM
US,C2,EURCHF,0,1.2177100,1.2179800,0.0100000,100000.00,5/6/2014 8:11:43 AM
UK,C2,EURGBP,0,0.8217500,0.8219500,0.1800000,100000.00,5/6/2014 8:11:43 AM
US,C2,EURGBP,0,0.8217500,0.8219500,1.2200000,100000.00,5/6/2014 8:11:43 AM
UK,C2,EURGBP,1,0.8217500,0.8219500,245.7700000,100000.00,5/6/2014 8:11:43 AM
US,C2,EURGBP,1,0.8217500,0.8219500,-1.2900000,100000.00,5/6/2014 8:11:43 AM
UK,C2,EURJPY,0,141.9860000,142.0160000,-3.4600000,100000.00,5/6/2014 8:11:43 AM
UK,C2,EURJPY,1,141.9860000,142.0160000,-34.7900000,100000.00,5/6/2014 8:11:43 AM
US,C2,EURJPY,0,141.9860000,142.0160000,0.0200000,100000.00,5/6/2014 8:11:43 AM
US,C2,EURJPY,1,141.9860000,142.0160000,0.0600000,100000.00,5/6/2014 8:11:43 AM
UK,C2,EURMXN,1,18.1444000,18.1507000,-0.7600000,100000.00,5/6/2014 8:11:43 AM
UK,C2,EURNZD,1,1.5946600,1.5955800,2.3000000,100000.00,5/6/2014 8:11:43 AM
UK,C2,EURNZD,0,1.5946600,1.5955800,-0.0800000,100000.00,5/6/2014 8:11:43 AM
US,C2,EURNZD,0,1.5946600,1.5955800,-0.0100000,100000.00,5/6/2014 8:11:43 AM
UK,C2,EURTRY,1,2.9178000,2.9190600,-9.8000000,100000.00,5/6/2014 8:11:43 AM
UK,C2,EURTRY,0,2.9178000,2.9190600,-0.1400000,100000.00,5/6/2014 8:11:43 AM
US,C2,EURUSD,0,1.3916500,1.3918300,-21.0100000,100000.00,5/6/2014 8:11:43 AM
US,C2,EURUSD,1,1.3916500,1.3918300,-16.0800000,100000.00,5/6/2014 8:11:43 AM
UK,C2,EURUSD,0,1.3916500,1.3918300,-23.0000000,100000.00,5/6/2014 8:11:43 AM
UK,C2,EURUSD,1,1.3916500,1.3918300,-1312.7400000,100000.00,5/6/2014 8:11:43 AM
UK,C2,FRA40.M,0,4395.0000000,4397.0000000,-0.3000000,10.00,5/6/2014 8:11:43 AM
UK,C2,GBPAUD,0,1.8193500,1.8200000,-0.1900000,100000.00,5/6/2014 8:11:43 AM
UK,C2,GBPAUD,1,1.8193500,1.8200000,1.8200000,100000.00,5/6/2014 8:11:43 AM
UK,C2,GBPCAD,1,1.8534900,1.8541200,-3.3700000,100000.00,5/6/2014 8:11:43 AM
UK,C2,GBPCAD,0,1.8534900,1.8541200,-0.3600000,100000.00,5/6/2014 8:11:43 AM
US,C2,GBPCHF,1,1.4815200,1.4820800,0.0400000,100000.00,5/6/2014 8:11:43 AM
UK,C2,GBPCHF,0,1.4815200,1.4820800,2.6400000,100000.00,5/6/2014 8:11:43 AM
UK,C2,GBPCHF,1,1.4815200,1.4820800,-156.4500000,100000.00,5/6/2014 8:11:43 AM
UK,C2,GBPJPY,0,172.7520000,172.8100000,-1.3800000,100000.00,5/6/2014 8:11:43 AM
US,C2,GBPJPY,0,172.7520000,172.8100000,-0.3900000,100000.00,5/6/2014 8:11:43 AM
UK,C2,GBPJPY,1,172.7520000,172.8100000,-54.0000000,100000.00,5/6/2014 8:11:43 AM
US,C2,GBPJPY,1,172.7520000,172.8100000,-0.0200000,100000.00,5/6/2014 8:11:43 AM
UK,C2,GBPNZD,1,1.9403700,1.9413800,12.4500000,100000.00,5/6/2014 8:11:43 AM
UK,C2,GBPNZD,0,1.9403700,1.9413800,2.8100000,100000.00,5/6/2014 8:11:43 AM
UK,C2,GBPUSD,0,1.6933400,1.6935700,-11.5300000,100000.00,5/6/2014 8:11:43 AM
UK,C2,GBPUSD,1,1.6933400,1.6935700,-556.5700000,100000.00,5/6/2014 8:11:43 AM
US,C2,GBPUSD,0,1.6933400,1.6935700,-15.7200000,100000.00,5/6/2014 8:11:43 AM
US,C2,GBPUSD,1,1.6933400,1.6935700,-8.1200000,100000.00,5/6/2014 8:11:43 AM
US,C2,GC.M4,0,1310.9000000,1311.4000000,208.0000000,100.00,5/6/2014 8:11:43 AM
UK,C2,HG.N4,0,3.0510000,3.0535000,-0.1000000,25000.00,5/6/2014 8:11:43 AM
UK,C2,MXNJPY,1,7.8227500,7.8272500,-0.0800000,100000.00,5/6/2014 8:11:43 AM
US,C2,NQ100.M,0,3596.7500000,3598.5000000,-0.6000000,20.00,5/6/2014 8:11:43 AM
UK,C2,NQ100.M,0,3596.7500000,3598.5000000,-5.9700000,20.00,5/6/2014 8:11:43 AM
UK,C2,NZDJPY,0,88.9850000,89.0600000,-4.2100000,100000.00,5/6/2014 8:11:43 AM
UK,C2,NZDJPY,1,88.9850000,89.0600000,-0.0500000,100000.00,5/6/2014 8:11:43 AM
US,C2,NZDJPY,1,88.9850000,89.0600000,1.0000000,100000.00,5/6/2014 8:11:43 AM
UK,C2,NZDUSD,1,0.8722000,0.8727900,-19.9100000,100000.00,5/6/2014 8:11:43 AM
US,C2,NZDUSD,0,0.8722000,0.8727900,-0.2100000,100000.00,5/6/2014 8:11:43 AM
UK,C2,NZDUSD,0,0.8722000,0.8727900,-1.3400000,100000.00,5/6/2014 8:11:43 AM
UK,C2,SB.N4,0,17.3800000,17.4600000,0.2000000,1120.00,5/6/2014 8:11:43 AM
UK,C2,SGDJPY,1,81.6240000,81.6810000,0.4700000,100000.00,5/6/2014 8:11:43 AM
UK,C2,SI.N4,0,19.6050000,19.6500000,0.1000000,5000.00,5/6/2014 8:11:43 AM
US,C2,SI.N4,0,19.6050000,19.6500000,44.0000000,5000.00,5/6/2014 8:11:43 AM
UK,C2,UK100.M,0,6768.5000000,6770.5000000,42.1900000,10.00,5/6/2014 8:11:43 AM
US,C2,US30.M,0,16476.0000000,16479.0000000,-35.7000000,5.00,5/6/2014 8:11:43 AM
UK,C2,US30.M,0,16476.0000000,16479.0000000,64.0000000,5.00,5/6/2014 8:11:43 AM
UK,C2,US500.M,0,1879.2500000,1880.0000000,-22.9200000,50.00,5/6/2014 8:11:43 AM
US,C2,US500.M,0,1879.2500000,1880.0000000,-7.0000000,50.00,5/6/2014 8:11:43 AM
UK,C2,USDCAD,1,1.0945100,1.0948100,2.3000000,100000.00,5/6/2014 8:11:43 AM
US,C2,USDCAD,0,1.0945100,1.0948100,0.0100000,100000.00,5/6/2014 8:11:43 AM
UK,C2,USDCAD,0,1.0945100,1.0948100,4.3700000,100000.00,5/6/2014 8:11:43 AM
US,C2,USDCAD,1,1.0945100,1.0948100,-0.0300000,100000.00,5/6/2014 8:11:43 AM
UK,C2,USDCHF,0,0.8749200,0.8751300,4.8700000,100000.00,5/6/2014 8:11:43 AM
UK,C2,USDCHF,1,0.8749200,0.8751300,72.4200000,100000.00,5/6/2014 8:11:43 AM
US,C2,USDCHF,0,0.8749200,0.8751300,0.0100000,100000.00,5/6/2014 8:11:43 AM
US,C2,USDCHF,1,0.8749200,0.8751300,-0.0300000,100000.00,5/6/2014 8:11:43 AM
UK,C2,USDCNH,0,6.2282000,6.2300000,-0.4000000,100000.00,5/6/2014 8:11:43 AM
US,C2,USDCNH,1,6.2282000,6.2300000,-0.2100000,100000.00,5/6/2014 8:11:43 AM
UK,C2,USDCNH,1,6.2282000,6.2300000,-6.0000000,100000.00,5/6/2014 8:11:43 AM
UK,C2,USDDKK,1,5.3619100,5.3640000,0.4900000,100000.00,5/6/2014 8:11:43 AM
UK,C2,USDHKD,1,7.7518400,7.7530500,28.7400000,100000.00,5/6/2014 8:11:43 AM
US,C2,USDJPY,1,102.0200000,102.0400000,2.1500000,100000.00,5/6/2014 8:11:43 AM
UK,C2,USDJPY,0,102.0200000,102.0400000,-6.3600000,100000.00,5/6/2014 8:11:43 AM
UK,C2,USDJPY,1,102.0200000,102.0400000,-133.7100000,100000.00,5/6/2014 8:11:43 AM
US,C2,USDJPY,0,102.0200000,102.0400000,0.5000000,100000.00,5/6/2014 8:11:43 AM
UK,C2,USDMXN,1,13.0375000,13.0417000,3.0800000,100000.00,5/6/2014 8:11:43 AM
UK,C2,USDNOK,1,5.9281700,5.9340600,-0.1100000,100000.00,5/6/2014 8:11:43 AM
UK,C2,USDRUB,0,35.6068000,35.6178000,-0.3000000,100000.00,5/6/2014 8:11:43 AM
UK,C2,USDRUB,1,35.6068000,35.6178000,-0.2000000,100000.00,5/6/2014 8:11:43 AM
UK,C2,USDSEK,1,6.5147400,6.5225000,0.2100000,100000.00,5/6/2014 8:11:43 AM
UK,C2,USDSGD,1,1.2492900,1.2498300,4.2000000,100000.00,5/6/2014 8:11:43 AM
UK,C2,USDTRY,1,2.0959300,2.0967400,-2.4100000,100000.00,5/6/2014 8:11:43 AM
UK,C2,USDTRY,0,2.0959300,2.0967400,-0.2400000,100000.00,5/6/2014 8:11:43 AM
UK,C2,XAGUSD,1,19.6000000,19.6400000,1.5000000,5000.00,5/6/2014 8:11:43 AM
US,C2,XAGUSD,0,19.6000000,19.6400000,20.0000000,5000.00,5/6/2014 8:11:43 AM
UK,C2,XAGUSD,0,19.6000000,19.6400000,13.1100000,5000.00,5/6/2014 8:11:43 AM
UK,C2,XAUUSD,0,1310.8200000,1311.2300000,10.8600000,100.00,5/6/2014 8:11:43 AM
UK,C2,ZS.N4,0,1456.5000000,1459.0000000,0.4000000,50.00,5/6/2014 8:11:43 AM
Default,CBoJ,AUDCAD,0,1.0184000,1.0191400,0.0100000,100000.00,5/6/2014 8:11:43 AM
